"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,Focal Year: EA043 Descent: major type,Code: EA043 Descent: major type,Description: EA043 Descent: major type,Comment: EA043 Descent: major type,Subcase: EA043 Descent: major type,References: EA043 Descent: major type
Ethnographic Atlas,Sugbuanon,Ia12,xd735,Sugbuhanon (Ia12),10.2,123.65,10.0,124.0,cebu1242,Cebuano,ceb,Austronesian,1950,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Svelmoe(1954); Hart(1965); Quijano(1937); Hart(nd); ,1950,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Svelmoe(1954); Hart(1965); Quijano(1937); Hart(nd); 
Ethnographic Atlas,Hamar,Ca21,xd428,Hammar (Ca21),5.0,36.0,5.0,36.0,hame1242,Hamer-Banna,amf,South Omotic,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Fleming(1965); Jensen(1959); Ricci(1952); 
Ethnographic Atlas,Bena,Ad11,xd78,Bena (Ad11),-9.0,36.0,-9.0,36.0,bena1262,Bena (Tanzania),bez,Atlantic-Congo,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Culwick and Culwick(1935); ,1930,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,,Culwick and Culwick(1935); 
Ethnographic Atlas,Kabre,Ag49,xd287,Kabre (Ag49),10.0,2.0,10.0,2.0,kabi1261,Kabiyé,kbp,Atlantic-Congo,,NA,Missing data,,,,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Puig(1934); Froelich(1949a); Froelich et al.(1963); 
Ethnographic Atlas,Southern Valley Yokuts,Nc24,xd1123,Lake Yokuts (Nc24),36.0,-120.0,36.0,-120.0,vall1251,Valley Yokuts,,Yokutsan,1860,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch","After Gifford, but Gayton reports Hawaiian for all Yokuts",Tulare Lake,Kroeber(1925e); Powers(1877); Gayton(1948a); Gayton(1936); Latta(1949); Cook(1955); Beals and Hester(1958); ,1860,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Tulare Lake,Kroeber(1925e); Powers(1877); Gayton(1948a); Gayton(1936); Latta(1949); Cook(1955); Beals and Hester(1958); 
Ethnographic Atlas,Pare,Ad36,xd105,Pare (Ad36),-4.0,38.0,-4.0,38.0,asut1235,Asu (Tanzania),asa,Atlantic-Congo,,NA,Missing data,,,,1890,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Storch(1895); Baumann(1891); 
Ethnographic Atlas,Kombe,Ig17,xd849,Koobe (Ig17),-4.67,149.53,-5.0,149.0,mudu1242,Muduapa,wiv,Austronesian,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Goodenough(1954b); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Goodenough(1954b); 
Ethnographic Atlas,Gosiute,Nd48,xd1183,Gosiute (Nd48),40.0,-114.0,40.0,-114.0,gosi1242,Gosiute,,Uto-Aztecan,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to those of Deep Creek,Malouf(1950); Steward(1943); Steward(1938); Stewart(1940); ,1860,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to those of Deep Creek,Malouf(1950); Steward(1943); Steward(1938); Stewart(1940); 
Ethnographic Atlas,Nunamiut,Na12,xd1029,Nunamiut (Na12),68.0,-152.0,68.0,-152.0,anak1241,Anaktuvik Pass Inupiatun,,Eskimo-Aleut,1950,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",Entry follows Pospisil and Laughlin; Spencer reports Iroquois,,Pospisil and Laughlin(1963); Gubser(1965); Spencer(1959); ,1950,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Pospisil and Laughlin(1963); Gubser(1965); Spencer(1959); 
Ethnographic Atlas,Tigrinya,Ca3,xd437,Tigrinya (Ca3),14.0,39.0,14.0,39.0,tigr1271,Tigrinya,tir,Afro-Asiatic,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Fischer(1957b); Munzinger(1864); Nadel(1946); ,1950,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,,Fischer(1957b); Munzinger(1864); Nadel(1946); 
Ethnographic Atlas,Wolof,Cb2,xd469,Wolof (Cb2),15.0,-17.0,15.0,-17.0,nucl1347,Nuclear Wolof,wol,Atlantic-Congo,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Upper and lower Salum in Gambia,Trimingham(1962); Falad(1963); Ames(1962); Ames(1959b); Ames(1959a); Ames(1953); Gamble(1957); Irvine(1973); Gailey(1965); Gray(1966); ,1950,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,Upper and lower Salum in Gambia,Trimingham(1962); Falad(1963); Ames(1962); Ames(1959b); Ames(1959a); Ames(1953); Gamble(1957); Irvine(1973); Gailey(1965); Gray(1966); 
Ethnographic Atlas,Kamba,Ad34,xd103,Kamba (Ad34),-2.0,38.0,-2.0,38.0,kamb1297,Kamba (Kenya),kam,Atlantic-Congo,1910,NA,Missing data,Conflicting evidence; perhaps Omaha,,Dundas(1915); Lindblom(1916); Penwill(1951); Hildebrandt(1878); Middleton(1953); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Dundas(1915); Lindblom(1916); Penwill(1951); Hildebrandt(1878); Middleton(1953); 
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),40.0,-121.0,40.0,-121.0,nort2952,Northeast Maidu,nmu,Maiduan,1850,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); ,1850,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Northeastern Mountain Maidu,Gifford(1922i); Dixon(1905); Voegelin(1942); 
Ethnographic Atlas,Cahuilla (Desert),Nc31,xd1131,Cahuilla (Nc31),33.0,-116.0,33.0,-116.0,cahu1264,Cahuilla,chl,Uto-Aztecan,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Desert Cahuilla,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); ,1870,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the Desert Cahuilla,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); 
Ethnographic Atlas,Saramaccan,Sc6,xd1349,Saramacca (Sc6),4.0,-56.0,4.0,-56.0,sara1340,Saramaccan,srm,Indo-European,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Upper Suriname River; Akwa on Morini River,Hurault(1959); Neumann(1967); Herskovits and Herskovits(1934); Price(1975); ,1920,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Upper Suriname River; Akwa on Morini River,Hurault(1959); Neumann(1967); Herskovits and Herskovits(1934); Price(1975); 
Ethnographic Atlas,Dena'ina,Na26,xd1042,Tanaina (Na26),62.0,-144.0,62.0,-144.0,tana1289,Tanaina,tfn,Athapaskan-Eyak-Tlingit,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Iliamna,Osgood(1937); Osgood(1933); ,1870,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,with special reference to the Iliamna,Osgood(1937); Osgood(1933); 
Ethnographic Atlas,Minianka,Ag31,xd268,Minianka (Ag31),12.0,-6.0,12.0,-6.0,mama1271,Mamara Senoufo,myk,Atlantic-Congo,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Cheron(1913); Holas(1957); 
Ethnographic Atlas,Kuku,Aj15,xd390,Kuku (Aj15),4.0,32.0,4.0,32.0,kuku1285,Kuku,,Nilotic,,NA,Missing data,,,,1900,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Yunis(1924); Vanden Plas(1910); Nalder(1937); Huntingford(1953a); 
Ethnographic Atlas,Regeibat,Cc1,xd487,Regeibat (Cc1),22.0,-13.0,22.0,-13.0,hass1238,Hassaniyya,mey,Afro-Asiatic,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Cauneille(1950); Briggs(1958); Caro Baroja(1955); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Cauneille(1950); Briggs(1958); Caro Baroja(1955); 
Ethnographic Atlas,Tatoga,Aj28,xd404,Tatoga (Aj28),-5.0,35.0,-5.0,35.0,dato1239,Datooga,tcc,Nilotic,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Huntingford(1953b); Klima(1964); Wilson(1952-53); Baumann(1894); 
Ethnographic Atlas,Basari,Ag48,xd286,Basari (Ag48),9.0,1.0,9.0,1.0,ntch1242,Ntcham,bud,Atlantic-Congo,,NA,Missing data,,,,1890,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Klose(1899); Zech(1899); Froelich et al.(1963); Klose(1903); 
Ethnographic Atlas,Madi,Ai33,xd363,Madi (Ai33),4.0,32.0,4.0,32.0,madi1260,Ma'di,mhi,Central Sudanic,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Czekanowski(1924a); Baxter and Butt(1953); Middleton(1955); 
Ethnographic Atlas,Antarianunts,Nd49,xd1184,Antarianunts (Nd49),37.0,-110.0,37.0,-110.0,utee1244,Ute,,Uto-Aztecan,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,including the Kaiparowits band,Stewart(1942); Kelly(1964); ,1860,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,including the Kaiparowits band,Stewart(1942); Kelly(1964); 
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),36.0,-120.0,36.0,-120.0,nort2937,Northern Foothill Yokuts,,Yokutsan,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to those of the Northern Foothills,Kroeber(1925e); Gayton(1948a); Driver(1937); Gayton(1930); ,1850,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to those of the Northern Foothills,Kroeber(1925e); Gayton(1948a); Driver(1937); Gayton(1930); 
Ethnographic Atlas,Beaver,Na29,xd1045,Beaver (Na29),58.0,-117.0,58.0,-117.0,beav1236,Beaver,bea,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,1850,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Goddard(1916); 
Ethnographic Atlas,Sapo,Af49,xd229,Sapo (Af49),6.0,-9.0,6.0,-9.0,sapo1251,Sapo,krn,Atlantic-Congo,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Schwab(1947); 
Ethnographic Atlas,Seminole,Ng2,xd1251,Seminole (Ng2),27.0,-81.0,27.0,-81.0,mika1239,Mikasuki,mik,Muskogean,1940,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,with special reference to the Cow Creek band,Spoehr(1944); Spoehr(1942); Spoehr(1941); ,1940,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,with special reference to the Cow Creek band,Spoehr(1944); Spoehr(1942); Spoehr(1941); 
Ethnographic Atlas,Konjo,Ad44,xd114,Konjo (Ad44),-1.0,30.0,-1.0,30.0,konz1239,Konzo,koo,Atlantic-Congo,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Czekanowski(1924f); Taylor(1962); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Czekanowski(1924f); Taylor(1962); 
Ethnographic Atlas,Qashqui,Ea12,xd599,Quahgai (Ea12),30.0,52.0,30.0,52.0,qash1240,Qashqa'i,qxq,Turkic,1940,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,,Garrod(1946a); Garrod(1946b); ,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Garrod(1946a); Garrod(1946b); 
Ethnographic Atlas,Cupeño,Nc32,xd1132,Cupeno (Nc32),33.0,-117.0,33.0,-117.0,cupe1243,Cupeño,cup,Uto-Aztecan,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); ,1870,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)","See related comment(s) by Murdock: variable EA017: But Strong reports moieties (code ""6"")",,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); 
Ethnographic Atlas,Tsonga,Ab4,xd27,Thonga (Ab4),-24.0,32.0,-24.0,32.0,tson1249,Tsonga,tso,Atlantic-Congo,1920,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Junod(1927); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Junod(1927); 
Ethnographic Atlas,Lifu,Ih7,xd873,Lifu (Ih7),-20.94,167.23,-21.0,163.0,dehu1237,Dehu,dhv,Austronesian,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Hadfield(1920); Ray(1917); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Hadfield(1920); Ray(1917); 
Ethnographic Atlas,Tenino,Nd1,xd1141,Tenino (Nd1),45.0,-121.0,45.0,-121.0,teni1238,Tenino,tqn,Sahaptian,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Ray(1942); Murdock(1958); ,1850,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Ray(1942); Murdock(1958); 
Ethnographic Atlas,Bengali,Ef2,xd664,Bengali (Ef2),23.0,88.0,23.0,88.0,beng1280,Bengali,ben,Indo-European,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference t the Western or Hindu Bengali,Karve(1953); Mukherjee(1949); Sarma(1951); Nicholas(1964); Nicholas(1962); ,1940,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,with special reference t the Western or Hindu Bengali,Karve(1953); Mukherjee(1949); Sarma(1951); Nicholas(1964); Nicholas(1962); 
Ethnographic Atlas,Adi,Ee1,xd653,Abor (Ee1),28.0,95.0,28.0,95.0,bori1243,Bori,adi,Sino-Tibetan,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Roy(1960); Duff-Sutherland-Dunbar(1915); 
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),-12.48,135.96,-12.0,136.0,dhuw1249,Dhuwal,duj,Pama-Nyungan,1930,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,,Warner(1937); Elkin(1950); Berndt(1955); ,1930,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",See related comment(s) by Murdock: variable EA019: The matrimoieties are implicit and unnamed,,Warner(1937); Elkin(1950); Berndt(1955); 
Ethnographic Atlas,Kiliwa,Nc34,xd1134,Kiliwa (Nc34),31.0,-115.0,31.0,-115.0,kili1268,Kiliwa,klb,Cochimi-Yuman,1880,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Meigs(1939); ,1880,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Meigs(1939); 
Ethnographic Atlas,Negri Sembilan,Ej16,xd723,Negri Sembilan (Ej16),21.0,102.0,21.0,102.0,nege1240,Negeri Sembilan Malay,zmi,Austronesian,1958,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); ,1958,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); 
Ethnographic Atlas,Baboa,Ae7,xd183,Babwa (Ae7),3.0,25.0,3.0,25.0,kwaa1265,Kwa',bko,Atlantic-Congo,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Halkin(1911); Czekanowski(1924b); Hutereau(1909); Vedy(1904); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Halkin(1911); Czekanowski(1924b); Hutereau(1909); Vedy(1904); 
Ethnographic Atlas,Kalaallit (West Greenland),Na25,xd1041,Greenlanders (Na25),68.66,-51.22,69.0,-53.0,west2617,West Greenlandic,,Eskimo-Aleut,1910,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); ,1910,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the inhabitants of the Egesminde District,Bugge(1952); Nansen(1893); Birket-Smith(1924); Porsild(1915); Cranz(1767); Saabye(1818); Egede(1818); Rink(1877); 
Ethnographic Atlas,Kazakh,Eb1,xd609,Kazak (Eb1),48.0,70.0,48.0,70.0,kaza1248,Kazakh,kaz,Turkic,1910,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,Great Horde,Radloff(1893); Hudson(1938); Sedel'nikov(1903); Grodekov(1889); Castagn(1930); Murdock(1934c); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Great Horde,Radloff(1893); Hudson(1938); Sedel'nikov(1903); Grodekov(1889); Castagn(1930); Murdock(1934c); 
Ethnographic Atlas,Bachama,Cb27,xd477,Bachama (Cb27),10.0,12.0,10.0,12.0,baca1246,Bacama,bcy,Afro-Asiatic,1920,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",Or alternatively Hawaiian,,Fegan(1930); Meek(1931d); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Fegan(1930); Meek(1931d); 
Ethnographic Atlas,Kafa,Ca30,xd438,Kafa (Ca30),7.0,36.0,7.0,36.0,kafa1242,Kafa,kbr,Ta-Ne-Omotic,1890,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings","If Bieber is correct in reporting one term for ""male cousin"" and another for ""female cousin""",Kafa Kingdom,Huntingford(1955b); Bieber(1920-23); Cerulli(1932-33); ,1890,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Kafa Kingdom,Huntingford(1955b); Bieber(1920-23); Cerulli(1932-33); 
Ethnographic Atlas,Mbandja,Ai25,xd354,Mbandja (Ai25),4.0,21.0,4.0,21.0,mban1263,Mbandja,zmz,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Burssens(1958); 
Ethnographic Atlas,Eromangans,Ih12,xd865,Eromangans (Ih12),-18.85,169.16,-19.0,169.0,siee1239,Sie,erg,Austronesian,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Humphreys(1926); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Humphreys(1926); 
Ethnographic Atlas,Nyoro,Ad2,xd87,Nyoro (Ad2),2.0,32.0,2.0,32.0,nyor1246,Nyoro,nyo,Atlantic-Congo,1950,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Beattie(1965); Roscoe(1923a); Richards(1960b); Taylor(1962); Beattie(1960); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Beattie(1965); Roscoe(1923a); Richards(1960b); Taylor(1962); Beattie(1960); 
Ethnographic Atlas,Marind-Amin,Ie19,xd795,Marindamin (Ie19),-8.0,139.0,-8.0,139.0,nucl1622,Nuclear Nuclear Marind,mrz,Anim,1910,8,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""","Sibling terms are applied to FaBrCh, but there is a single term for all other cousins",with special reference to the coastal inhabitants,Van Baal(1966); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the coastal inhabitants,Van Baal(1966); 
Ethnographic Atlas,Ndembu,Ac6,xd72,Ndembu (Ac6),-11.0,26.0,-11.0,26.0,lund1266,Lunda,lun,Atlantic-Congo,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Turner(1957); Chook(1967); McCulloch(1951); Baumann(1935); Turner(1966); ,1930,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Turner(1957); Chook(1967); McCulloch(1951); Baumann(1935); Turner(1966); 
Ethnographic Atlas,Fang,Ae3,xd149,Fang (Ae3),1.0,11.0,1.0,11.0,fang1246,Fang (Equatorial Guinea),fan,Atlantic-Congo,1910,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Tessmann(1913); Alexandre and Binet(1958); Trezenem(1936); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Tessmann(1913); Alexandre and Binet(1958); Trezenem(1936); 
Ethnographic Atlas,Kaoka,Ig20,xd853,Kaoka (Ig20),-9.49,159.82,-10.0,161.0,long1395,Longgu,lgu,Austronesian,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the village of Longgu,Hogbin(1965); ,1920,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,with special reference to the village of Longgu,Hogbin(1965); 
Ethnographic Atlas,Molima,Ig19,xd851,Molima (Ig19),-10.0,151.0,-10.0,151.0,moli1248,Molima,mox,Austronesian,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Goodenough(1952); Chowning(1962); ,1950,5,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5)",,,Goodenough(1952); Chowning(1962); 
Ethnographic Atlas,Chuvash,ch14,xd551,Chuvash (ch14),57.0,53.0,57.0,53.0,chuv1255,Chuvash,chv,Turkic,1908,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the Virjal group,Kozlova(1964); Mihajlov(1882); Sboev(nd); Fuks(1840); Aleksandrov(1899); Maksimov(1997b); JagAfova(1998); Rittih(1870); Skvortsov(2001); Nikol'skij(1908); Vorob'ev and Romanov(1956-70); Tolstov(1964); Komissarov(1911); Denisova(1984); Maksimov(1997a); Karlov(1990); Semenov(1900b); Guzenkova and Ivanov(1998); Kozlova(1982); ,1908,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Virjal group,Kozlova(1964); Mihajlov(1882); Sboev(nd); Fuks(1840); Aleksandrov(1899); Maksimov(1997b); JagAfova(1998); Rittih(1870); Skvortsov(2001); Nikol'skij(1908); Vorob'ev and Romanov(1956-70); Tolstov(1964); Komissarov(1911); Denisova(1984); Maksimov(1997a); Karlov(1990); Semenov(1900b); Guzenkova and Ivanov(1998); Kozlova(1982); 
Ethnographic Atlas,Kerewe,Ad43,xd113,Kerewe (Ad43),-3.0,33.0,-3.0,33.0,kere1283,Kerewe,ked,Atlantic-Congo,1900,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Hurel(1911); ,1900,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Hurel(1911); 
Ethnographic Atlas,Birom,Ah17,xd306,Birom (Ah17),10.0,9.0,10.0,9.0,bero1242,Berom,bom,Atlantic-Congo,1930,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Gunn(1953); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Gunn(1953); 
Ethnographic Atlas,Miao,Ed4,xd647,Miao (Ed4),26.0,107.0,26.0,107.0,nort2747,Northern Qiandong Miao,hea,Hmong-Mien,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings","For all cousins except FaBrCh, a suffixed element meaning ""outside"" is added to the sibling term",with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); ,1940,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",,with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); 
